Model (Parameters),z and alpha,"Data (len:900, TCP:500)",ARL0,ARL1,seed,Gap Size,Data Var
"CTM (z:1.96,a:2.5,(0.1, 20))",z:1.96 alpha:2.5,MG:-5 Var:1,500.0,11.0,111,5,1
"SWM (z:1.96,a:2.5,25)",z:1.96 alpha:2.5,MG:-5 Var:1,500.0,13.0,111,5,1
"TM (z:1.96,a:2.5,(0.15, 10))",z:1.96 alpha:2.5,MG:-5 Var:1,500.0,5.0,111,5,1
"WM (z:1.96,a:2.5,(0.15, 10))",z:1.96 alpha:2.5,MG:-5 Var:1,500.0,5.0,111,5,1
"CTM (z:1.96,a:2.5,(0.15, 10))",z:1.96 alpha:2.5,MG:-5 Var:1,500.0,7.0,111,5,1
"SWM (z:1.96,a:2.5,30)",z:1.96 alpha:2.5,MG:-5 Var:1,500.0,15.0,111,5,1
"TM (z:1.96,a:2.5,(0.15, 15))",z:1.96 alpha:2.5,MG:-5 Var:1,500.0,8.0,111,5,1
"WM (z:1.96,a:2.5,(0.15, 15))",z:1.96 alpha:2.5,MG:-5 Var:1,500.0,8.0,111,5,1
"CTM (z:1.96,a:2.5,(0.15, 15))",z:1.96 alpha:2.5,MG:-5 Var:1,500.0,9.0,111,5,1
"WM (z:1.96,a:2.5,(0.15, 20))",z:1.96 alpha:2.5,MG:-5 Var:1,500.0,10.0,111,5,1
"CTM (z:1.96,a:2.5,(0.15, 20))",z:1.96 alpha:2.5,MG:-5 Var:1,500.0,12.0,111,5,1
"WM (z:1.96,a:2.5,(0.2, 10))",z:1.96 alpha:2.5,MG:-5 Var:1,500.0,5.0,111,5,1
"CTM (z:1.96,a:2.5,(0.2, 10))",z:1.96 alpha:2.5,MG:-5 Var:1,500.0,7.0,111,5,1
"WM (z:1.96,a:2.5,(0.2, 15))",z:1.96 alpha:2.5,MG:-5 Var:1,500.0,8.0,111,5,1
"CTM (z:1.96,a:2.5,(0.2, 15))",z:1.96 alpha:2.5,MG:-5 Var:1,500.0,9.0,111,5,1
"WM (z:1.96,a:2.5,(0.2, 20))",z:1.96 alpha:2.5,MG:-5 Var:1,500.0,10.0,111,5,1
"CTM (z:1.96,a:2.5,(0.2, 20))",z:1.96 alpha:2.5,MG:-5 Var:1,500.0,12.0,111,5,1
"SWM (z:2.5759,a:0.5,10)",z:2.5759 alpha:0.5,MG:-5 Var:1,2.626315789473684,0.0,111,5,1
"TM (z:2.5759,a:0.5,(0.1, 10))",z:2.5759 alpha:0.5,MG:-5 Var:1,2.5589743589743588,0.0,111,5,1
"WM (z:2.5759,a:0.5,(0.1, 10))",z:2.5759 alpha:0.5,MG:-5 Var:1,2.507537688442211,0.0,111,5,1
"CTM (z:2.5759,a:0.5,(0.1, 10))",z:2.5759 alpha:0.5,MG:-5 Var:1,3.261437908496732,2.0,111,5,1
"SWM (z:2.5759,a:0.5,15)",z:2.5759 alpha:0.5,MG:-5 Var:1,3.042682926829268,0.0,111,5,1
"TM (z:2.5759,a:0.5,(0.1, 15))",z:2.5759 alpha:0.5,MG:-5 Var:1,3.080246913580247,0.0,111,5,1
"WM (z:2.5759,a:0.5,(0.1, 15))",z:2.5759 alpha:0.5,MG:-5 Var:1,3.198717948717949,0.0,111,5,1
"CTM (z:2.5759,a:0.5,(0.1, 15))",z:2.5759 alpha:0.5,MG:-5 Var:1,4.455357142857143,3.0,111,5,1
"SWM (z:2.5759,a:0.5,20)",z:2.5759 alpha:0.5,MG:-5 Var:1,3.0060240963855422,0.0,111,5,1
"TM (z:2.5759,a:0.5,(0.1, 20))",z:2.5759 alpha:0.5,MG:-5 Var:1,4.016949152542373,4.0,111,5,1
"WM (z:2.5759,a:0.5,(0.1, 20))",z:2.5759 alpha:0.5,MG:-5 Var:1,3.9603174603174605,3.0,111,5,1
"CTM (z:2.5759,a:0.5,(0.1, 20))",z:2.5759 alpha:0.5,MG:-5 Var:1,5.465116279069767,3.0,111,5,1
"SWM (z:2.5759,a:0.5,25)",z:2.5759 alpha:0.5,MG:-5 Var:1,3.282758620689655,5.0,111,5,1
"TM (z:2.5759,a:0.5,(0.15, 10))",z:2.5759 alpha:0.5,MG:-5 Var:1,2.5589743589743588,0.0,111,5,1
"WM (z:2.5759,a:0.5,(0.15, 10))",z:2.5759 alpha:0.5,MG:-5 Var:1,2.507537688442211,0.0,111,5,1
"CTM (z:2.5759,a:0.5,(0.15, 10))",z:2.5759 alpha:0.5,MG:-5 Var:1,3.4652777777777777,2.0,111,5,1
"SWM (z:2.5759,a:0.5,30)",z:2.5759 alpha:0.5,MG:-5 Var:1,3.471014492753623,7.0,111,5,1
"TM (z:2.5759,a:0.5,(0.15, 15))",z:2.5759 alpha:0.5,MG:-5 Var:1,3.11875,0.0,111,5,1
"WM (z:2.5759,a:0.5,(0.15, 15))",z:2.5759 alpha:0.5,MG:-5 Var:1,3.0242424242424244,0.0,111,5,1
"CTM (z:2.5759,a:0.5,(0.15, 15))",z:2.5759 alpha:0.5,MG:-5 Var:1,5.242105263157895,3.0,111,5,1
"WM (z:2.5759,a:0.5,(0.15, 20))",z:2.5759 alpha:0.5,MG:-5 Var:1,3.761904761904762,4.0,111,5,1
"CTM (z:2.5759,a:0.5,(0.15, 20))",z:2.5759 alpha:0.5,MG:-5 Var:1,5.802469135802469,4.0,111,5,1
"WM (z:2.5759,a:0.5,(0.2, 10))",z:2.5759 alpha:0.5,MG:-5 Var:1,2.5202020202020203,0.0,111,5,1
"CTM (z:2.5759,a:0.5,(0.2, 10))",z:2.5759 alpha:0.5,MG:-5 Var:1,4.37719298245614,2.0,111,5,1
"WM (z:2.5759,a:0.5,(0.2, 15))",z:2.5759 alpha:0.5,MG:-5 Var:1,3.151898734177215,4.0,111,5,1
"CTM (z:2.5759,a:0.5,(0.2, 15))",z:2.5759 alpha:0.5,MG:-5 Var:1,6.64,3.0,111,5,1
"WM (z:2.5759,a:0.5,(0.2, 20))",z:2.5759 alpha:0.5,MG:-5 Var:1,3.732283464566929,4.0,111,5,1
"CTM (z:2.5759,a:0.5,(0.2, 20))",z:2.5759 alpha:0.5,MG:-5 Var:1,6.266666666666667,4.0,111,5,1
"SWM (z:2.5759,a:0.75,10)",z:2.5759 alpha:0.75,MG:-5 Var:1,7.128571428571429,3.0,111,5,1
"TM (z:2.5759,a:0.75,(0.1, 10))",z:2.5759 alpha:0.75,MG:-5 Var:1,8.736842105263158,3.0,111,5,1
"WM (z:2.5759,a:0.75,(0.1, 10))",z:2.5759 alpha:0.75,MG:-5 Var:1,8.440677966101696,2.0,111,5,1
"CTM (z:2.5759,a:0.75,(0.1, 10))",z:2.5759 alpha:0.75,MG:-5 Var:1,18.444444444444443,3.0,111,5,1
"SWM (z:2.5759,a:0.75,15)",z:2.5759 alpha:0.75,MG:-5 Var:1,13.105263157894736,6.0,111,5,1
"TM (z:2.5759,a:0.75,(0.1, 15))",z:2.5759 alpha:0.75,MG:-5 Var:1,16.428571428571427,3.0,111,5,1
"WM (z:2.5759,a:0.75,(0.1, 15))",z:2.5759 alpha:0.75,MG:-5 Var:1,15.3,3.0,111,5,1
"CTM (z:2.5759,a:0.75,(0.1, 15))",z:2.5759 alpha:0.75,MG:-5 Var:1,32.785714285714285,4.0,111,5,1
"SWM (z:2.5759,a:0.75,20)",z:2.5759 alpha:0.75,MG:-5 Var:1,21.0,7.0,111,5,1
"TM (z:2.5759,a:0.75,(0.1, 20))",z:2.5759 alpha:0.75,MG:-5 Var:1,24.31578947368421,5.0,111,5,1
"WM (z:2.5759,a:0.75,(0.1, 20))",z:2.5759 alpha:0.75,MG:-5 Var:1,19.25,4.0,111,5,1
"CTM (z:2.5759,a:0.75,(0.1, 20))",z:2.5759 alpha:0.75,MG:-5 Var:1,57.25,5.0,111,5,1
"SWM (z:2.5759,a:0.75,25)",z:2.5759 alpha:0.75,MG:-5 Var:1,29.375,9.0,111,5,1
"TM (z:2.5759,a:0.75,(0.15, 10))",z:2.5759 alpha:0.75,MG:-5 Var:1,8.736842105263158,3.0,111,5,1
"WM (z:2.5759,a:0.75,(0.15, 10))",z:2.5759 alpha:0.75,MG:-5 Var:1,8.440677966101696,2.0,111,5,1
"CTM (z:2.5759,a:0.75,(0.15, 10))",z:2.5759 alpha:0.75,MG:-5 Var:1,21.652173913043477,3.0,111,5,1
"SWM (z:2.5759,a:0.75,30)",z:2.5759 alpha:0.75,MG:-5 Var:1,67.42857142857143,8.0,111,5,1
"TM (z:2.5759,a:0.75,(0.15, 15))",z:2.5759 alpha:0.75,MG:-5 Var:1,14.375,4.0,111,5,1
"WM (z:2.5759,a:0.75,(0.15, 15))",z:2.5759 alpha:0.75,MG:-5 Var:1,13.142857142857142,3.0,111,5,1
"CTM (z:2.5759,a:0.75,(0.15, 15))",z:2.5759 alpha:0.75,MG:-5 Var:1,45.8,4.0,111,5,1
"WM (z:2.5759,a:0.75,(0.15, 20))",z:2.5759 alpha:0.75,MG:-5 Var:1,22.0,4.0,111,5,1
"CTM (z:2.5759,a:0.75,(0.15, 20))",z:2.5759 alpha:0.75,MG:-5 Var:1,91.6,5.0,111,5,1
"WM (z:2.5759,a:0.75,(0.2, 10))",z:2.5759 alpha:0.75,MG:-5 Var:1,7.323529411764706,3.0,111,5,1
"CTM (z:2.5759,a:0.75,(0.2, 10))",z:2.5759 alpha:0.75,MG:-5 Var:1,27.666666666666668,3.0,111,5,1
"WM (z:2.5759,a:0.75,(0.2, 15))",z:2.5759 alpha:0.75,MG:-5 Var:1,13.17142857142857,4.0,111,5,1
"CTM (z:2.5759,a:0.75,(0.2, 15))",z:2.5759 alpha:0.75,MG:-5 Var:1,57.25,4.0,111,5,1
"WM (z:2.5759,a:0.75,(0.2, 20))",z:2.5759 alpha:0.75,MG:-5 Var:1,27.176470588235293,5.0,111,5,1
"CTM (z:2.5759,a:0.75,(0.2, 20))",z:2.5759 alpha:0.75,MG:-5 Var:1,114.5,5.0,111,5,1
"SWM (z:2.5759,a:1,10)",z:2.5759 alpha:1,MG:-5 Var:1,31.125,4.0,111,5,1
"TM (z:2.5759,a:1,(0.1, 10))",z:2.5759 alpha:1,MG:-5 Var:1,32.57142857142857,3.0,111,5,1
"WM (z:2.5759,a:1,(0.1, 10))",z:2.5759 alpha:1,MG:-5 Var:1,35.07692307692308,3.0,111,5,1
"CTM (z:2.5759,a:1,(0.1, 10))",z:2.5759 alpha:1,MG:-5 Var:1,149.33333333333334,3.0,111,5,1
"SWM (z:2.5759,a:1,15)",z:2.5759 alpha:1,MG:-5 Var:1,57.0,6.0,111,5,1
"TM (z:2.5759,a:1,(0.1, 15))",z:2.5759 alpha:1,MG:-5 Var:1,91.4,4.0,111,5,1
"WM (z:2.5759,a:1,(0.1, 15))",z:2.5759 alpha:1,MG:-5 Var:1,91.4,4.0,111,5,1
"CTM (z:2.5759,a:1,(0.1, 15))",z:2.5759 alpha:1,MG:-5 Var:1,500.0,5.0,111,5,1
"SWM (z:2.5759,a:1,20)",z:2.5759 alpha:1,MG:-5 Var:1,152.66666666666666,9.0,111,5,1
"TM (z:2.5759,a:1,(0.1, 20))",z:2.5759 alpha:1,MG:-5 Var:1,456.0,5.0,111,5,1
"WM (z:2.5759,a:1,(0.1, 20))",z:2.5759 alpha:1,MG:-5 Var:1,228.5,5.0,111,5,1
"CTM (z:2.5759,a:1,(0.1, 20))",z:2.5759 alpha:1,MG:-5 Var:1,500.0,5.0,111,5,1
"SWM (z:2.5759,a:1,25)",z:2.5759 alpha:1,MG:-5 Var:1,500.0,10.0,111,5,1
"TM (z:2.5759,a:1,(0.15, 10))",z:2.5759 alpha:1,MG:-5 Var:1,32.57142857142857,3.0,111,5,1
"WM (z:2.5759,a:1,(0.15, 10))",z:2.5759 alpha:1,MG:-5 Var:1,35.07692307692308,3.0,111,5,1
"CTM (z:2.5759,a:1,(0.15, 10))",z:2.5759 alpha:1,MG:-5 Var:1,500.0,3.0,111,5,1
"SWM (z:2.5759,a:1,30)",z:2.5759 alpha:1,MG:-5 Var:1,500.0,11.0,111,5,1
"TM (z:2.5759,a:1,(0.15, 15))",z:2.5759 alpha:1,MG:-5 Var:1,91.4,5.0,111,5,1
"WM (z:2.5759,a:1,(0.15, 15))",z:2.5759 alpha:1,MG:-5 Var:1,91.4,4.0,111,5,1
"CTM (z:2.5759,a:1,(0.15, 15))",z:2.5759 alpha:1,MG:-5 Var:1,500.0,5.0,111,5,1
"WM (z:2.5759,a:1,(0.15, 20))",z:2.5759 alpha:1,MG:-5 Var:1,152.66666666666666,5.0,111,5,1
"CTM (z:2.5759,a:1,(0.15, 20))",z:2.5759 alpha:1,MG:-5 Var:1,500.0,6.0,111,5,1
"WM (z:2.5759,a:1,(0.2, 10))",z:2.5759 alpha:1,MG:-5 Var:1,33.2,3.0,111,5,1
"CTM (z:2.5759,a:1,(0.2, 10))",z:2.5759 alpha:1,MG:-5 Var:1,500.0,3.0,111,5,1
"WM (z:2.5759,a:1,(0.2, 15))",z:2.5759 alpha:1,MG:-5 Var:1,152.0,4.0,111,5,1
"CTM (z:2.5759,a:1,(0.2, 15))",z:2.5759 alpha:1,MG:-5 Var:1,500.0,5.0,111,5,1
"WM (z:2.5759,a:1,(0.2, 20))",z:2.5759 alpha:1,MG:-5 Var:1,500.0,5.0,111,5,1
"CTM (z:2.5759,a:1,(0.2, 20))",z:2.5759 alpha:1,MG:-5 Var:1,500.0,6.0,111,5,1
"SWM (z:2.5759,a:1.5,10)",z:2.5759 alpha:1.5,MG:-5 Var:1,500.0,4.0,111,5,1
"TM (z:2.5759,a:1.5,(0.1, 10))",z:2.5759 alpha:1.5,MG:-5 Var:1,500.0,3.0,111,5,1
"WM (z:2.5759,a:1.5,(0.1, 10))",z:2.5759 alpha:1.5,MG:-5 Var:1,500.0,3.0,111,5,1
"CTM (z:2.5759,a:1.5,(0.1, 10))",z:2.5759 alpha:1.5,MG:-5 Var:1,500.0,4.0,111,5,1
"SWM (z:2.5759,a:1.5,15)",z:2.5759 alpha:1.5,MG:-5 Var:1,500.0,7.0,111,5,1
"TM (z:2.5759,a:1.5,(0.1, 15))",z:2.5759 alpha:1.5,MG:-5 Var:1,500.0,5.0,111,5,1
"WM (z:2.5759,a:1.5,(0.1, 15))",z:2.5759 alpha:1.5,MG:-5 Var:1,500.0,5.0,111,5,1
"CTM (z:2.5759,a:1.5,(0.1, 15))",z:2.5759 alpha:1.5,MG:-5 Var:1,500.0,6.0,111,5,1
"SWM (z:2.5759,a:1.5,20)",z:2.5759 alpha:1.5,MG:-5 Var:1,500.0,9.0,111,5,1
"TM (z:2.5759,a:1.5,(0.1, 20))",z:2.5759 alpha:1.5,MG:-5 Var:1,500.0,7.0,111,5,1
"WM (z:2.5759,a:1.5,(0.1, 20))",z:2.5759 alpha:1.5,MG:-5 Var:1,500.0,7.0,111,5,1
"CTM (z:2.5759,a:1.5,(0.1, 20))",z:2.5759 alpha:1.5,MG:-5 Var:1,500.0,7.0,111,5,1
"SWM (z:2.5759,a:1.5,25)",z:2.5759 alpha:1.5,MG:-5 Var:1,500.0,12.0,111,5,1
"TM (z:2.5759,a:1.5,(0.15, 10))",z:2.5759 alpha:1.5,MG:-5 Var:1,500.0,3.0,111,5,1
"WM (z:2.5759,a:1.5,(0.15, 10))",z:2.5759 alpha:1.5,MG:-5 Var:1,500.0,3.0,111,5,1
"CTM (z:2.5759,a:1.5,(0.15, 10))",z:2.5759 alpha:1.5,MG:-5 Var:1,500.0,4.0,111,5,1
"SWM (z:2.5759,a:1.5,30)",z:2.5759 alpha:1.5,MG:-5 Var:1,500.0,14.0,111,5,1
"TM (z:2.5759,a:1.5,(0.15, 15))",z:2.5759 alpha:1.5,MG:-5 Var:1,500.0,5.0,111,5,1
"WM (z:2.5759,a:1.5,(0.15, 15))",z:2.5759 alpha:1.5,MG:-5 Var:1,500.0,5.0,111,5,1
"CTM (z:2.5759,a:1.5,(0.15, 15))",z:2.5759 alpha:1.5,MG:-5 Var:1,500.0,6.0,111,5,1
"WM (z:2.5759,a:1.5,(0.15, 20))",z:2.5759 alpha:1.5,MG:-5 Var:1,500.0,7.0,111,5,1
"CTM (z:2.5759,a:1.5,(0.15, 20))",z:2.5759 alpha:1.5,MG:-5 Var:1,500.0,8.0,111,5,1
"WM (z:2.5759,a:1.5,(0.2, 10))",z:2.5759 alpha:1.5,MG:-5 Var:1,500.0,3.0,111,5,1
"CTM (z:2.5759,a:1.5,(0.2, 10))",z:2.5759 alpha:1.5,MG:-5 Var:1,500.0,4.0,111,5,1
"WM (z:2.5759,a:1.5,(0.2, 15))",z:2.5759 alpha:1.5,MG:-5 Var:1,500.0,5.0,111,5,1
"CTM (z:2.5759,a:1.5,(0.2, 15))",z:2.5759 alpha:1.5,MG:-5 Var:1,500.0,6.0,111,5,1
"WM (z:2.5759,a:1.5,(0.2, 20))",z:2.5759 alpha:1.5,MG:-5 Var:1,500.0,7.0,111,5,1
"CTM (z:2.5759,a:1.5,(0.2, 20))",z:2.5759 alpha:1.5,MG:-5 Var:1,500.0,8.0,111,5,1
"SWM (z:2.5759,a:2,10)",z:2.5759 alpha:2,MG:-5 Var:1,500.0,5.0,111,5,1
"TM (z:2.5759,a:2,(0.1, 10))",z:2.5759 alpha:2,MG:-5 Var:1,500.0,4.0,111,5,1
"WM (z:2.5759,a:2,(0.1, 10))",z:2.5759 alpha:2,MG:-5 Var:1,500.0,4.0,111,5,1
"CTM (z:2.5759,a:2,(0.1, 10))",z:2.5759 alpha:2,MG:-5 Var:1,500.0,5.0,111,5,1
"SWM (z:2.5759,a:2,15)",z:2.5759 alpha:2,MG:-5 Var:1,500.0,7.0,111,5,1
"TM (z:2.5759,a:2,(0.1, 15))",z:2.5759 alpha:2,MG:-5 Var:1,500.0,7.0,111,5,1
"WM (z:2.5759,a:2,(0.1, 15))",z:2.5759 alpha:2,MG:-5 Var:1,500.0,6.0,111,5,1
"CTM (z:2.5759,a:2,(0.1, 15))",z:2.5759 alpha:2,MG:-5 Var:1,500.0,7.0,111,5,1
"SWM (z:2.5759,a:2,20)",z:2.5759 alpha:2,MG:-5 Var:1,500.0,10.0,111,5,1
"TM (z:2.5759,a:2,(0.1, 20))",z:2.5759 alpha:2,MG:-5 Var:1,500.0,9.0,111,5,1
"WM (z:2.5759,a:2,(0.1, 20))",z:2.5759 alpha:2,MG:-5 Var:1,500.0,8.0,111,5,1
"CTM (z:2.5759,a:2,(0.1, 20))",z:2.5759 alpha:2,MG:-5 Var:1,500.0,9.0,111,5,1
"SWM (z:2.5759,a:2,25)",z:2.5759 alpha:2,MG:-5 Var:1,500.0,12.0,111,5,1
"TM (z:2.5759,a:2,(0.15, 10))",z:2.5759 alpha:2,MG:-5 Var:1,500.0,4.0,111,5,1
"WM (z:2.5759,a:2,(0.15, 10))",z:2.5759 alpha:2,MG:-5 Var:1,500.0,4.0,111,5,1
"CTM (z:2.5759,a:2,(0.15, 10))",z:2.5759 alpha:2,MG:-5 Var:1,500.0,5.0,111,5,1
"SWM (z:2.5759,a:2,30)",z:2.5759 alpha:2,MG:-5 Var:1,500.0,15.0,111,5,1
"TM (z:2.5759,a:2,(0.15, 15))",z:2.5759 alpha:2,MG:-5 Var:1,500.0,7.0,111,5,1
"WM (z:2.5759,a:2,(0.15, 15))",z:2.5759 alpha:2,MG:-5 Var:1,500.0,6.0,111,5,1
"CTM (z:2.5759,a:2,(0.15, 15))",z:2.5759 alpha:2,MG:-5 Var:1,500.0,8.0,111,5,1
"WM (z:2.5759,a:2,(0.15, 20))",z:2.5759 alpha:2,MG:-5 Var:1,500.0,8.0,111,5,1
"CTM (z:2.5759,a:2,(0.15, 20))",z:2.5759 alpha:2,MG:-5 Var:1,500.0,9.0,111,5,1
"WM (z:2.5759,a:2,(0.2, 10))",z:2.5759 alpha:2,MG:-5 Var:1,500.0,4.0,111,5,1
"CTM (z:2.5759,a:2,(0.2, 10))",z:2.5759 alpha:2,MG:-5 Var:1,500.0,5.0,111,5,1
"WM (z:2.5759,a:2,(0.2, 15))",z:2.5759 alpha:2,MG:-5 Var:1,500.0,7.0,111,5,1
"CTM (z:2.5759,a:2,(0.2, 15))",z:2.5759 alpha:2,MG:-5 Var:1,500.0,8.0,111,5,1
"WM (z:2.5759,a:2,(0.2, 20))",z:2.5759 alpha:2,MG:-5 Var:1,500.0,8.0,111,5,1
"CTM (z:2.5759,a:2,(0.2, 20))",z:2.5759 alpha:2,MG:-5 Var:1,500.0,10.0,111,5,1
"SWM (z:2.5759,a:2.5,10)",z:2.5759 alpha:2.5,MG:-5 Var:1,500.0,5.0,111,5,1
"TM (z:2.5759,a:2.5,(0.1, 10))",z:2.5759 alpha:2.5,MG:-5 Var:1,500.0,5.0,111,5,1
"WM (z:2.5759,a:2.5,(0.1, 10))",z:2.5759 alpha:2.5,MG:-5 Var:1,500.0,5.0,111,5,1
"CTM (z:2.5759,a:2.5,(0.1, 10))",z:2.5759 alpha:2.5,MG:-5 Var:1,500.0,6.0,111,5,1
"SWM (z:2.5759,a:2.5,15)",z:2.5759 alpha:2.5,MG:-5 Var:1,500.0,8.0,111,5,1
"TM (z:2.5759,a:2.5,(0.1, 15))",z:2.5759 alpha:2.5,MG:-5 Var:1,500.0,8.0,111,5,1
"WM (z:2.5759,a:2.5,(0.1, 15))",z:2.5759 alpha:2.5,MG:-5 Var:1,500.0,8.0,111,5,1
"CTM (z:2.5759,a:2.5,(0.1, 15))",z:2.5759 alpha:2.5,MG:-5 Var:1,500.0,8.0,111,5,1
"SWM (z:2.5759,a:2.5,20)",z:2.5759 alpha:2.5,MG:-5 Var:1,500.0,10.0,111,5,1
"TM (z:2.5759,a:2.5,(0.1, 20))",z:2.5759 alpha:2.5,MG:-5 Var:1,500.0,10.0,111,5,1
"WM (z:2.5759,a:2.5,(0.1, 20))",z:2.5759 alpha:2.5,MG:-5 Var:1,500.0,9.0,111,5,1
"CTM (z:2.5759,a:2.5,(0.1, 20))",z:2.5759 alpha:2.5,MG:-5 Var:1,500.0,10.0,111,5,1
"SWM (z:2.5759,a:2.5,25)",z:2.5759 alpha:2.5,MG:-5 Var:1,500.0,13.0,111,5,1
"TM (z:2.5759,a:2.5,(0.15, 10))",z:2.5759 alpha:2.5,MG:-5 Var:1,500.0,5.0,111,5,1
"WM (z:2.5759,a:2.5,(0.15, 10))",z:2.5759 alpha:2.5,MG:-5 Var:1,500.0,5.0,111,5,1
"CTM (z:2.5759,a:2.5,(0.15, 10))",z:2.5759 alpha:2.5,MG:-5 Var:1,500.0,6.0,111,5,1
"SWM (z:2.5759,a:2.5,30)",z:2.5759 alpha:2.5,MG:-5 Var:1,500.0,15.0,111,5,1
"TM (z:2.5759,a:2.5,(0.15, 15))",z:2.5759 alpha:2.5,MG:-5 Var:1,500.0,8.0,111,5,1
"WM (z:2.5759,a:2.5,(0.15, 15))",z:2.5759 alpha:2.5,MG:-5 Var:1,500.0,8.0,111,5,1
"CTM (z:2.5759,a:2.5,(0.15, 15))",z:2.5759 alpha:2.5,MG:-5 Var:1,500.0,8.0,111,5,1
"WM (z:2.5759,a:2.5,(0.15, 20))",z:2.5759 alpha:2.5,MG:-5 Var:1,500.0,9.0,111,5,1
"CTM (z:2.5759,a:2.5,(0.15, 20))",z:2.5759 alpha:2.5,MG:-5 Var:1,500.0,11.0,111,5,1
"WM (z:2.5759,a:2.5,(0.2, 10))",z:2.5759 alpha:2.5,MG:-5 Var:1,500.0,5.0,111,5,1
"CTM (z:2.5759,a:2.5,(0.2, 10))",z:2.5759 alpha:2.5,MG:-5 Var:1,500.0,7.0,111,5,1
"WM (z:2.5759,a:2.5,(0.2, 15))",z:2.5759 alpha:2.5,MG:-5 Var:1,500.0,8.0,111,5,1
"CTM (z:2.5759,a:2.5,(0.2, 15))",z:2.5759 alpha:2.5,MG:-5 Var:1,500.0,9.0,111,5,1
"WM (z:2.5759,a:2.5,(0.2, 20))",z:2.5759 alpha:2.5,MG:-5 Var:1,500.0,10.0,111,5,1
"CTM (z:2.5759,a:2.5,(0.2, 20))",z:2.5759 alpha:2.5,MG:-5 Var:1,500.0,12.0,111,5,1
"SWM (z:1.6449,a:0.5,10)",z:1.6449 alpha:0.5,MG:5 Var:4,2.7569060773480665,0.0,111,5,4
"TM (z:1.6449,a:0.5,(0.1, 10))",z:1.6449 alpha:0.5,MG:5 Var:4,2.803370786516854,0.0,111,5,4
"WM (z:1.6449,a:0.5,(0.1, 10))",z:1.6449 alpha:0.5,MG:5 Var:4,2.8192090395480225,0.0,111,5,4
"CTM (z:1.6449,a:0.5,(0.1, 10))",z:1.6449 alpha:0.5,MG:5 Var:4,3.6691176470588234,0.0,111,5,4
"SWM (z:1.6449,a:0.5,15)",z:1.6449 alpha:0.5,MG:5 Var:4,3.9291338582677167,0.0,111,5,4
"TM (z:1.6449,a:0.5,(0.1, 15))",z:1.6449 alpha:0.5,MG:5 Var:4,3.7518796992481205,0.0,111,5,4
"WM (z:1.6449,a:0.5,(0.1, 15))",z:1.6449 alpha:0.5,MG:5 Var:4,3.6159420289855073,0.0,111,5,4
"CTM (z:1.6449,a:0.5,(0.1, 15))",z:1.6449 alpha:0.5,MG:5 Var:4,4.654205607476635,0.0,111,5,4
"SWM (z:1.6449,a:0.5,20)",z:1.6449 alpha:0.5,MG:5 Var:4,4.930693069306931,1.0,111,5,4
"TM (z:1.6449,a:0.5,(0.1, 20))",z:1.6449 alpha:0.5,MG:5 Var:4,3.68,1.0,111,5,4
"WM (z:1.6449,a:0.5,(0.1, 20))",z:1.6449 alpha:0.5,MG:5 Var:4,3.581967213114754,2.0,111,5,4
"CTM (z:1.6449,a:0.5,(0.1, 20))",z:1.6449 alpha:0.5,MG:5 Var:4,4.233009708737864,2.0,111,5,4
"SWM (z:1.6449,a:0.5,25)",z:1.6449 alpha:0.5,MG:5 Var:4,4.798076923076923,0.0,111,5,4
"TM (z:1.6449,a:0.5,(0.15, 10))",z:1.6449 alpha:0.5,MG:5 Var:4,2.803370786516854,0.0,111,5,4
"WM (z:1.6449,a:0.5,(0.15, 10))",z:1.6449 alpha:0.5,MG:5 Var:4,2.8192090395480225,0.0,111,5,4
"CTM (z:1.6449,a:0.5,(0.15, 10))",z:1.6449 alpha:0.5,MG:5 Var:4,3.992,0.0,111,5,4
"SWM (z:1.6449,a:0.5,30)",z:1.6449 alpha:0.5,MG:5 Var:4,7.231884057971015,1.0,111,5,4
"TM (z:1.6449,a:0.5,(0.15, 15))",z:1.6449 alpha:0.5,MG:5 Var:4,3.6159420289855073,0.0,111,5,4
"WM (z:1.6449,a:0.5,(0.15, 15))",z:1.6449 alpha:0.5,MG:5 Var:4,3.7518796992481205,0.0,111,5,4
"CTM (z:1.6449,a:0.5,(0.15, 15))",z:1.6449 alpha:0.5,MG:5 Var:4,4.930693069306931,0.0,111,5,4
"WM (z:1.6449,a:0.5,(0.15, 20))",z:1.6449 alpha:0.5,MG:5 Var:4,3.8983050847457625,2.0,111,5,4
"CTM (z:1.6449,a:0.5,(0.15, 20))",z:1.6449 alpha:0.5,MG:5 Var:4,5.0,2.0,111,5,4
"WM (z:1.6449,a:0.5,(0.2, 10))",z:1.6449 alpha:0.5,MG:5 Var:4,2.884393063583815,0.0,111,5,4
"CTM (z:1.6449,a:0.5,(0.2, 10))",z:1.6449 alpha:0.5,MG:5 Var:4,4.415929203539823,0.0,111,5,4
"WM (z:1.6449,a:0.5,(0.2, 15))",z:1.6449 alpha:0.5,MG:5 Var:4,3.3716216216216215,0.0,111,5,4
"CTM (z:1.6449,a:0.5,(0.2, 15))",z:1.6449 alpha:0.5,MG:5 Var:4,5.1875,0.0,111,5,4
"WM (z:1.6449,a:0.5,(0.2, 20))",z:1.6449 alpha:0.5,MG:5 Var:4,3.496,2.0,111,5,4
